source_text,target_text
context: if you're attending school and are falling asleep you're likely experiencing what?  options: 1: boredom 2: malaria 3: graduate 4: inspiration 5: detention  explanation: boredom attending school and are falling asleep you're likely experiencing,boredom
"context: when people are playing a game, what is their motivation to play?  options: 1: believe in god 2: dance 3: desire to win 4: destroy each other 5: run amok  explanation: every player motivation is desire to win.",desire to win
"context: john didn't mind getting in line.  it was what game after that he hated.  the time, the sore feet. he did not like doing what?  options: 1: have to wait for 2: standing in line 3: eat cake 4: less confusion 5: being ordered  explanation: getting in line after the game",standing in line
context: where is a good place to store pamphlets in your home or office?  options: 1: library 2: health department 3: mail box 4: drawer 5: bookstore  explanation: the drawer is the best place to store the pamphlets in the office,drawer
"context: many humans enjoy fishing and enjoy another relaxing activity at the same time, what activity is it?  options: 1: getting tied up lure. 2: looking for information 3: get wet 4: drink beer 5: sit quietly  explanation: drink beerMany humans enjoy fishing and enjoy another relaxing activity at the same time, what activity is it?",drink beer
context: where would you get some maps that you own?  options: 1: bookstore 2: library 3: electrical circuit 4: cabinet 5: important when traveling  explanation: We put maps in a cabinet.,cabinet
context: where is a handy place to store a steel pen in your office?  options: 1: car shop 2: desk drawer 3: car. 4: warehouse 5: hand  explanation: desk is the place to store,desk drawer
context: a story about world war ii would be set when?  options: 1: book or library 2: book or magazine 3: newspaper 4: past 5: future  explanation: It could not be in the future.,past
context: what type of geographic area will you find a marmot?  options: 1: mountainous area 2: wood pile 3: jungle 4: petting zoo 5: animals  explanation: List of mountain ranges - Wikipedia,mountainous area
"context: most people make stupid assumptions that are based on their prejudices.  what might they do instead to achieve better outcomes?  options: 1: set table 2: think 3: read books 4: play games 5: lie  explanation: Think Synonyms, Think Antonyms",think
context: what is something children can do while traveling in a car?  options: 1: listen to music 2: watch television 3: play chess 4: walk 5: play basketball  explanation: listen to music children can do while traveling in a car,listen to music
"context: the audience listened to the orchestra play, where were they watching the performance?  options: 1: concert hall 2: museum 3: school 4: hockey game 5: sporting event  explanation: concert hall IS USED TO PERFORAMNE",concert hall
context: what are you getting from you boss at the end of the week?  options: 1: asking for 2: money 3: food 4: work 5: energy  explanation: money boss at the end of the week,money
context: where is a great place to buy fresh fruit?  options: 1: san francisco 2: refrigerator 3: big box retailer 4: tree 5: market  explanation: market a great place to buy fresh fruit,market
"context: the man took paperwork to other people to consult over it, where was he heading?  options: 1: desk 2: meeting 3: office 4: table 5: work  explanation: paperwork is work",meeting
"context: stark was just having fun, and he wasn't hurting anyone.  what might have he been doing?  options: 1: painting his nails 2: playing marbles 3: constructing 4: need for rest 5: wild ride  explanation: play with marbles. Have fun wi",playing marbles
context: what can eating hamburger cause immediately after eating it?  options: 1: tasty 2: health problems 3: eat cake 4: indigestion 5: gain weight  explanation: indigestion tasty health problems,indigestion
context: where is a shelf likely to be hidden behind a door?  options: 1: refrigerator 2: bookstore 3: cupboard 4: school building 5: wardrobe  explanation: cupboard is likely to be hidden behind a door,cupboard
"context: the man got a pail to catch the draining motor oil, where was he likely doing this at home?  options: 1: garage 2: hardware store 3: utility room 4: wishing well 5: laundry  explanation: garage is the place to change oil",garage
context: where could you go to between 1000 and 10000 restaurant?  options: 1: big city 2: town 3: small town 4: canada 5: yellow pages  explanation: ontact BigCity for sales,big city
"context: the pitcher stepped on the mound ready to throw, where was he located specifically?  options: 1: hell 2: baseball stadium 3: golf course 4: africa 5: baseball diamond  explanation: Baseball diamond - definition of baseball",baseball diamond
context: where is a statute found on a platform?  options: 1: below 2: arena 3: concert hall 4: museum 5: building  explanation: Museum is the most likely place,museum
"context: the electrode wouldn't spark, it turned out that the what hadn't been connected?  options: 1: battery 2: electronic equipment 3: electrolytic cell 4: charge 5: tube  explanation: THE BATTERY IS VERY LOW CHARGING",battery
context: what must a student in engineering do?  options: 1: answer question 2: learn language 3: do mathematics 4: be able to count 5: begin to study  explanation: do mathematics student in engineering,do mathematics
"context: there were times where kids wanted to know a definition, so there was a nice big dictionary in the what?  options: 1: pocket 2: classroom 3: table 4: library 5: shelf  explanation: Login - E-Classroom",classroom
context: what could happen to a cat other than wanting food?  options: 1: feline 2: thirsty 3: sharp claws 4: pussycat 5: hungry  explanation: thirsty cat other than wanting food,thirsty
context: if you turn off the music in a room with no other noise that room would be what?  options: 1: silent 2: opera 3: silence 4: television 5: elevator  explanation: The room is silent after the music turn off,silent
context: in what country are the most fast food restaurants?  options: 1: new york 2: blocks of flats 3: center of town 4: america 5: big cities  explanation: FOOD RESTAURANT IN AMERICA,america
"context: a potato is kept in the cellar, where is likely to be stored?  options: 1: farmer's market 2: grocery bag 3: pantry 4: bushel basket 5: fridge  explanation: Bushel - Wikipedia",bushel basket
context: what might someone do after they finish creating art?  options: 1: frustration 2: relax 3: eat 4: enlightenment 5: communication  explanation: relax after they finish creating art,relax
context: to get clean clothes you to what to them?  options: 1: get dirty 2: writing 3: use water 4: launder 5: soap  explanation: launder clean clothes,launder
context: what do the terms need to be in order to compete against someone?  options: 1: cheat 2: fair 3: in competition 4: practice 5: sabotage  explanation: fair the terms need to be in order to compete against someone,fair
context: athletes soak in hot tubs to relieve what after playing baseball?  options: 1: fame 2: errors 3: pain 4: strikes 5: sore muscles  explanation: soak in hot tubs to relieve to sore muscles,sore muscles
"context: john was a bit think in the head, but he knew that he never saw the lady before.  they were what?  options: 1: pay debts 2: slender 3: unacquainted 4: free flowing 5: sparse  explanation: Definition of unacquainted. : not acquainted: such as. a : not",unacquainted
context: where would you hear a violin along side many string and wind instruments?  options: 1: school 2: string quartet 3: orchestra 4: kitchen 5: music room  explanation: orchestra hear a violin along side many string and wind instruments,orchestra
context: what is the sun ultimately responsible for?  options: 1: earth warming 2: sun tan 3: light 4: life on earth 5: heat  explanation: life on earth is the sun ultimately responsible for,life on earth
context: where could a personal ficus live?  options: 1: cabin in the woods 2: california 3: front yard 4: conservatory 5: tropical forest  explanation: personal ficus lives in front yard,front yard
"context: the shark actually counted as evidence, so where did the legal team bring it?  options: 1: court room 2: shallow waters 3: poker game 4: sea world 5: pond arena  explanation: The shark actually counted as evidence court room",court room
"context: if the president wanted to ban snakes, where would he issue such a decree?  options: 1: street 2: tropical forest 3: garden of eden 4: new mexico 5: white house  explanation: White House - Wikipedia",white house
"context: they were searching for rocks, so they missed the birds overhead as they stared at the what?  options: 1: ground 2: drawer 3: surface of earth 4: pizza 5: waterfall  explanation: ground (noun) definition and synonyms",ground
context: a statue that shoots liquid is called a what?  options: 1: water fountain 2: large city 3: museum 4: pool 5: central park  explanation: it calls as water fountain,water fountain
context: if you have a child who gets in trouble for being hyperactive you may need to teach them how to what down?  options: 1: park 2: calm 3: being good 4: good behavior 5: safe  explanation: we have to teach the child about the calm,calm
context: john loved to paint houses.  how did he usually do it?  options: 1: clothes get stained 2: with brush 3: wallpaper 4: electrical circuit 5: draw  explanation: paint house with brush,with brush
context: what can you use to store a book while traveling?  options: 1: library of congress 2: pocket 3: backpack 4: suitcase 5: synagogue  explanation: ican use the suitcase to keep my book while traveling,suitcase
context: where would you find gazelle under a g?  options: 1: open field 2: ivory coast 3: dictionary 4: steppe 5: encyclopedia  explanation: An encyclopedia or encyclopædia,encyclopedia
context: what blocks sunshine?  options: 1: summer 2: park 3: desktop 4: sea 5: moon  explanation: moon blocks sunshine,moon
"context: if the kitten was going to grow up to be a mouser like it's mother, where should it spend most of it's time?  options: 1: shelter 2: floor 3: warm place 4: farmhouse 5: living room  explanation: need to spend the time in formhouse",farmhouse
context: where is a teacher likely to keep her clavichord?  options: 1: living room 2: parlor 3: music hall 4: music room 5: museum  explanation: THE CLAVICHORD IS MUSICROOM,music room
context: where are you if your bieifcase is going through an x-ray machine?  options: 1: luggage store 2: courtroom 3: airport 4: office building 5: hand  explanation: in airport briefcase goes through x-ray machine,airport
"context: they were kissing each other good bye, they had no worries because their relationship had a strong foundation of what?  options: 1: partner 2: trust 3: cooperation 4: bricks 5: herpes  explanation: kissing is happens after trust",trust
context: what does a farmer need to do to make  a maze on his farm in the fall?  options: 1: seed plants 2: plant seeds 3: garden 4: grow corn 5: produce food  explanation: maze leads to grow corn,grow corn
"context: i picked from an apple tree outside of fort wayne, where am i?  options: 1: woods 2: illinois 3: indiana 4: washington state 5: tampa  explanation: indiana woods tampa",indiana
context: if you're celebrating with too many cocktails what may you have in the morning?  options: 1: drunkenness 2: have fun 3: headache 4: hang over 5: intimacy  explanation: i gets hang over,hang over
"context: the architect thought that a mezzanine would look good, but the planning committee rejected it.  they told the architect that they felt it was a potential hazard given the ages of the people who would be using it.  what might they be designing?  options: 1: actors 2: theater 3: concert hall 4: floors 5: school  explanation: school The architect thought that a mezzanine would look good, but the planning committee rejected",school
"context: the person wasn't bothered by the weather, she had remembered to bring her what?  options: 1: read book 2: own house 3: apartment 4: more rice 5: warm coat  explanation: warm coat is always",warm coat
"context: if you want to learn about the world and understand the real reasons behind cultural norms and mores, you have achieved a sense of what?  options: 1: enlightenment 2: open mind 3: confusion 4: smartness 5: anger  explanation: The Enlightenment, also known",enlightenment
context: what is the hopeful result of going to see a play?  options: 1: sit 2: being entertained 3: jobless 4: meet 5: laugh  explanation: Synonyms for being entertained,being entertained
context: a person would join a trade school for finding information related to what?  options: 1: ulcers 2: degree 3: understanding of 4: gaining knowledge 5: happiness  explanation: Gaining Knowledge That Will Help,gaining knowledge
context: running errands with screaming kids will likely cause what?  options: 1: efficiency 2: insanity 3: aggravation 4: tiredness 5: stress  explanation: aggravation is causes of errands,aggravation
"context: sam wasn't lying, but he left out important details. he was being what?  options: 1: dishonesty 2: deceitful 3: imagination 4: deceptive 5: poker face  explanation: Deceitful | Definition of Deceitful by Merriam-Webster",deceitful
context: what does someone have that causes them committing murder?  options: 1: problems 2: distress 3: fear 4: go to jail 5: killer  explanation: problems lead to wrong doings,problems
context: what kind of place has a leader?  options: 1: army 2: battle 3: wildlife 4: country 5: organization  explanation: country has a leader,country
context: how is a person likely to communicatewith others?  options: 1: say words 2: meet friends 3: open mouth 4: thank god 5: die of cancer  explanation: person likely to communicatewith say words,say words
context: where may you be if you're buying pork chops at a corner shop?  options: 1: england 2: town 3: desert 4: kentucky 5: iowa  explanation: iowa may you be if you're buying pork chops at a corner shop,iowa
context: where would you put nails if they are already packaged?  options: 1: pocket 2: container 3: cabinet 4: jar 5: store  explanation: because the waste are put in the cabinet,cabinet
context: what is a person who is good at sports considered?  options: 1: lazy 2: own house 3: talented 4: affluent 5: reproduce  explanation: good at sports is cosidered as talented,talented
"context: the pencil sharpener was broken in the classroom, where did the teacher recommend the student go?  options: 1: home 2: library 3: stationery store 4: cabinet 5: desk drawer  explanation: got o library what has stationary material",library
context: where does a child likely sit at a desk?  options: 1: furniture store 2: schoolroom 3: patio 4: office building 5: library  explanation: schoolroom | meaning of schoolroom,schoolroom
context: what does playing soccer and winning lead to?  options: 1: excitement 2: getting tired 3: overtime 4: anger 5: fights  explanation: winning is the form of exictement,excitement
context: what attraction is sometimes so large that you need a map to find your way around?  options: 1: amusement park 2: truck stop 3: mcdonalds 4: backpack 5: classroom  explanation: amusement park is always attraction,amusement park
"context: if my husband never helps me doing housework, what might that lead to?  options: 1: boredom 2: arguments 3: headache 4: exhaustion 5: park  explanation: argument is a series",arguments
"context: the advertisement came in the form of a pop-up, where did it appear?  options: 1: web page 2: store 3: la ville 4: bus 5: email  explanation: web page email la ville",web page
context: where do people live?  options: 1: apartment 2: eat cake 3: bus depot 4: football stadium 5: surface of earth  explanation: Earth - Wikipedia,surface of earth
"context: people are what when you're a stranger?  options: 1: train 2: strange 3: human 4: stupid 5: dangerous  explanation: Strange Synonyms, Strange Antonyms",strange
"context: the juror was quite bored and zoning out but wanted to convey he was hearing testimony, so he just sat there doing what?  options: 1: take notes 2: nodding 3: change of heart 4: writing down 5: listening  explanation: Nodding | Definition of Nodding by Merriam-Webster",nodding
context: when a main artery is used to expedite travel what would it be referred to as?  options: 1: neck 2: busy city 3: own brain 4: thruway 5: food  explanation: thruway main artery is used to expedite travel what would it be referred,thruway
"context: the butt was bare, and sam couldn't stop staring at it.  it was very what?  options: 1: full 2: ample 3: covered 4: bareword 5: ample  explanation: Ample | Definition of Ample by",ample
"context: after working on the car, what did it end up doing?  options: 1: going too fast 2: last several years 3: honk the horn 4: go fast 5: start running  explanation: STARTING IN RUNNING",start running
"context: when an elderly person needs help performing daily tasks, who might they call?  options: 1: creativity 2: hatred 3: caregiver 4: own house 5: much money  explanation: caregiver or carer",caregiver
context: where is beer drank by people watching sticks and pucks?  options: 1: bottle 2: refrigerator 3: hockey game 4: casino 5: bar  explanation: hockey game is the only game available.,hockey game
context: where is there a telephone book in almost every room?  options: 1: at hotel 2: house 3: library 4: bedsit 5: closet  explanation: available in hotel make calls,at hotel
"context: some people got escorted out of the library, they were probably what?  options: 1: state facts 2: talking loudly 3: making money 4: amount to nothing 5: believe in god  explanation: people taking loudly, so got escorted out of the library",talking loudly
"context: if there is a pond with trees around it, where it it likely located?  options: 1: ground 2: bathroom 3: forest 4: countryside 5: rural area  explanation: Electric Forest Festiva",forest
"context: the man often made smart remarks, like that any restaurant is a mexican restaurant where?  options: 1: city 2: mexica 3: san diego 4: spain 5: mexico  explanation: North America :: Mexico",mexico
context: where is one likely to find a fan for their stove?  options: 1: appliance store 2: sports stadium 3: dress emporium 4: hot room 5: football stadium  explanation: Appliance Dealers in Coimbatore. Find,appliance store
context: if you're buying beer for a float trip what are you preparing to do?  options: 1: get arrested 2: have fun 3: get sick 4: spend money 5: stupidity  explanation: beer were used to have fun in trip,have fun
context: piece of land in canada where you can find marmot?  options: 1: north america 2: united states 3: vancouver island 4: american 5: cage  explanation: Vancouver Island News,vancouver island
"context: the surgeon's clients had begun to reduce, it seemed girls no longer want to what?  options: 1: reduction 2: make larger 3: augment 4: gain weight 5: expand  explanation: Augment - Wikipedia",augment
"context: while waiting for this appointment, people often read magazines.  options: 1: doctor 2: train station 3: newsagent 4: market 5: table  explanation: the doctor are not available, people read magazines",doctor
"context: in basic training they build you up only to do what, all in hopes of building you up even stronger the next time?  options: 1: destroying 2: tear down 3: raze 4: mutilate 5: demolition  explanation: In basic training they build you up only to do what, all in hopes of building you up even stronger the next tear down",tear down
context: billy saw a dog running from him and did his best to get away from it.  the leaped up to where the dog couldn't reach and was stuck.  where might he have been trapped?  options: 1: kennel 2: table 3: porch 4: backyard 5: park  explanation: Come and learn here the 7 times table,table
context: why does someone flirt with many people at once?  options: 1: have sex 2: get laid 3: were lonely 4: attract attention 5: dance  explanation: attract attention does someone flirt with many people at once,attract attention
context: why would a band be performing when there are no people nearby?  options: 1: record album 2: play music 3: hold concert 4: blaring 5: practice  explanation: DANCE PERFORMING IN RECORD ALBUM,record album
context: the dogs were protecting their own when they decided to what the bad man?  options: 1: bad breath 2: defend 3: run fast 4: ocean 5: attack  explanation: protection can mean attack,attack
context: where would someone keep their nylon leggings?  options: 1: stockings 2: rope 3: car 4: clothing 5: drawer  explanation: drawer someone keep their nylon leggings,drawer
context: boredom and hunger led to a wandering waste of time and a cart full of unhealthy snacks during her trip to where?  options: 1: new moon 2: play cards 3: read book 4: see art 5: grocery shop  explanation: grocery shopBoredom and hunger led to a wandering waste of time and a cart full,grocery shop
"context: he was beginning to worry they wouldn't get on the ride before closing, they had been standing in queue for a long what?  options: 1: frustration 2: waiting 3: hair 4: time 5: patience  explanation: . time He was beginning to worry they wouldn't get on the ride before closing, they had been standing in queue for a long what?",time
context: this is an unavoidable physiological consequence of running.  what is it?  options: 1: breathlessness 2: increased heart rate 3: falling down 4: muscle bulk 5: calluses  explanation: that might increase the heart rtae,increased heart rate
context: where would there be an auditorium with only a single person speaking?  options: 1: lights 2: crowd 3: university campus 4: theater 5: park  explanation: UNIVERSITY CAMPUS IN AUDITORIUM,university campus
context: what very large group of western citizens has bees everywhere?  options: 1: united states 2: space station 3: trash can 4: field of flowers 5: bouquet of flowers  explanation: The United States of America (USA,united states
context: how does a person begin reproducing?  options: 1: genetic mutation 2: have sex 3: kiss 4: flirting 5: going on a date  explanation: Regular sex can be,have sex
context: joe and jill didn't want their children to be sedentary.  they might limit the time they children spend doing what?  options: 1: play sports 2: throw things 3: reading 4: watch tv 5: play with toys  explanation: Watching television is a lazy activity.,watch tv
"context: from where would you normally take a cup when you're about to get a drink?  options: 1: dishwasher 2: water fountain 3: sand box 4: toilet 5: kitchen cabinet  explanation: Modular Kitchen Cabinets in Kochi,",kitchen cabinet
context: what are you using if there are speakers strapped on your ears?  options: 1: take it all in 2: headphones 3: desktop 4: conference 5: concert  explanation: Headphones are the only things you use on you ears,headphones
context: because of his anger he couldn't clearly explain or what?  options: 1: cool off 2: write letter 3: get mad 4: illustrate point 5: destroy enemy  explanation: illustrates a situation,illustrate point
context: where is likely to not just have a kosher restaurant?  options: 1: jerusalem 2: jewish neighborhoods 3: dining in 4: new york city 5: dining  explanation: New York City - Wikipedia,new york city
context: the bald eagle flew from mount st helen's to the puget sound and all over what?  options: 1: washington state 2: utah 3: pacific northwest 4: northern california 5: the desert  explanation: Washington (state) - Wikipedia,washington state
context: where could you get some knives if you are planning to bring them outside with you?  options: 1: sporting goods store 2: backpack 3: kitchen 4: sharp edges 5: dog house  explanation: planning to bring them outside kitchen,kitchen
context: what is the best way to begin going into trance?  options: 1: religious experience 2: closed eyes 3: loss of control 4: sleep 5: hallucination  explanation: Only closed eyes lead to a trance,closed eyes
context: the music was festive but why are the horses dancing in circles  options: 1: carnival 2: night club 3: theatre 4: opera 5: ringmaster  explanation: carnival is college music party,carnival
context: where would you have a stove if you don't live in a detached dwelling?  options: 1: tent 2: car 3: living room 4: friend's house 5: apartment  explanation: apartment Where would you have a stove if you don't live in a detached dwelling?,apartment
"context: if a lizard is fed by people every day, what has happened to it?  options: 1: documentary 2: costa rica 3: garden 4: encouragement 5: captivity  explanation: captivity lizard is fed by people every day, what has happened to it.",captivity
context: what will happen to someone if his or her spirits cannot elevate?  options: 1: sadden 2: demote 3: depress 4: drop 5: decrease  explanation: Incapable of increasing.,depress
"context: if you wanted a license to catch crabs, what government office would you go to?  options: 1: most offices 2: fish department 3: fancy restaurant 4: government submarine 5: chesapeake bay  explanation: . fish departmentwanted a license to catch crabs, what governmen",fish department
context: what furniture will you normally find near a side chair?  options: 1: bedroom 2: table 3: wheel barrow 4: building 5: office  explanation: table normally find near a side chair,table
context: what is the word added to manchester that signifies what county it is in?  options: 1: england 2: united kingdome 3: lancashire 4: greater manchester 5: cheshire  explanation: united kingdome greater manchester,greater manchester
"context: john knew that the sun produced a massive amount of energy in two forms.  if you were on the surface of the sun, what would kill you first?  options: 1: ocean 2: heat 3: life on earth 4: wrinkles 5: light  explanation: heat John knew that the sun produced a massive amount of energy in two forms",heat
"context: ficus can be planted in a yard to make summer more bearable, what sort of areas do they create?  options: 1: shady places 2: screened porch 3: pots 4: ceramics 5: clay pot  explanation: Shady Places | Commercial Shade",shady places
context: most people who are family like to greet each other with a what?  options: 1: apartments 2: listen to music 3: have friends 4: know what ophiolites 5: hug  explanation: hug Most people who are family like to greet,hug
"context: if i want a new ottoman, where should i go?  options: 1: furniture store 2: parlor 3: turkey 4: living room 5: den  explanation: go to furniture showroom.",furniture store
context: where could you find only a few office?  options: 1: skyscraper 2: new york 3: school building 4: city 5: work  explanation: School is place for education.,school building
context: where can i go to be a religious gentleman?  options: 1: club 2: restaurant 3: university 4: pub 5: church  explanation: C3 Church Global - Wikipedia,church
"context: where can you buy a magazine, paper or gum?  options: 1: bank 2: rack 3: bed 4: newsstand 5: bus depot  explanation: Digital Newsstand - Wikipedia",newsstand
context: where would you get some wood if you do not have any?  options: 1: carpet 2: boat 3: river 4: lumberyard 5: synagogue  explanation: Amazon Lumberyard - Wikipedia,lumberyard
context: on a hot day what can you do to enjoy something cool and sweet?  options: 1: dive 2: cool off 3: fresh cake 4: go for swim 5: eat ice cream  explanation: eat ice cream enjoy something cool and sweet,eat ice cream
context: how many hours are in a day?  options: 1: week 2: bright 3: night 4: twenty four 5: year  explanation: 24-hour Malayalam news,twenty four
context: why is religion so hard to understand?  options: 1: both positive and negative 2: unknowable 3: important to people 4: ocean 5: confusing  explanation: Definition of confuse,confusing
"context: after climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in?  options: 1: west virginia 2: kentucky 3: desert 4: sea 5: rocky hills  explanation: he found in the rocky hills.",rocky hills
context: where would you get a toothpick if you do not have any?  options: 1: box 2: grocery store 3: eyes 4: chewing 5: mouth  explanation: got a toothpick in grocery store,grocery store
context: what would you be building if you designed a place for an annoying critter to stay?  options: 1: spread disease 2: swamp 3: fly away 4: cat condo 5: bug campers  explanation: To stay in Bug camper is easy.,bug campers
"context: the man working in the attic swatted away a bee, but soon the single bee was an entire what?  options: 1: swarm 2: pack 3: countryside 4: soft drink 5: field of flowers  explanation: Swarm is a mobile app that allows",swarm
context: what do you need to wear when hiking?  options: 1: cast iron stomach 2: physical exertion 3: shin splints 4: adventure 5: fatigue  explanation: shin splints you need to wea,shin splints
context: what type of store would have lots of sports equipment?  options: 1: mall 2: office supply store 3: school 4: sporting goods store 5: sporting event  explanation: Find the closest DICK'S Sporting GoodS,sporting goods store
"context: the business man was promoted recently, to celebrate he went where to buy an expensive wristwatch?  options: 1: case 2: jewelry store 3: shopping 4: jewelery box 5: hock  explanation: watches areonly bought in jewelary shops",jewelry store
context: how is a child eager to be going to play likely to get there?  options: 1: slowly 2: rush 3: being entertained 4: have fun 5: enjoyment  explanation: rush How is a child eager to be going to play likely to get there?,rush
context: there's some new buying products designed to get you money if you have none. the first step is that it will show you how to declare what?  options: 1: tax return 2: bankruptcy 3: pleasure 4: debt 5: spending money  explanation: Bankruptcy is a legal process through,bankruptcy
context: where has the newest baseball stadium?  options: 1: phoenix 2: chicago 3: antarctica 4: san francisco 5: urban areas  explanation: The Phoenix offers,phoenix
context: what type of residence has a ground floor with a stoop?  options: 1: brownstone 2: hotel 3: condominium 4: entering building 5: office building  explanation: brownstone is the type of residence has a ground floor with a stoop,brownstone
context: what might happen if someone is not losing weight?  options: 1: loose skin 2: beauty 3: miss universe 4: death 5: healthier  explanation: Your weight will not change if you die.,death
context: what could prevent a driving car from continuing to drive?  options: 1: automobile accidents 2: backache 3: pollution 4: smoke 5: low fuel tank  explanation: TO AVOID THE ACCIDENTS,automobile accidents
context: where do you store a large container?  options: 1: supermarket 2: factory 3: juice 4: hostel 5: cabinet  explanation: Cabinet recommends dissolution,cabinet
"context: the dog curled up for a nap, it was tuckered out because it had just been what?  options: 1: walked 2: petted 3: affection 4: go outside 5: scratch  explanation: Walked - definition",walked
"context: he used an umbrella while tanning, where was he likely?  options: 1: waves 2: seattle 3: suitcase 4: beach 5: jacket closet  explanation: Best Island Beaches in the World",beach
"context: when a person with mental illness receives medication and therapy, what has happened?  options: 1: cause irrational behaviour 2: recur 3: effectively treated 4: managed 5: cause suffering  explanation: effectively treated mental illness receives medication and therapy",effectively treated
"context: seeing idea become reality was a dream of hers for a long time, but as the time came to get on stage she had more what?  options: 1: build 2: anxiety 3: celebrate 4: very nice 5: ocean  explanation: the anxiety will hurt when our idea is always a dream",anxiety
"context: the hardcovers were especially tall, so he removed a shelf on the what to make room?  options: 1: chest of drawers 2: grocery store 3: hold alcohol 4: nightstand 5: bookcase  explanation: BOOKCASE IN HARDCOVERS",bookcase
"context: the performer was ready to put on a show and stepped onto the launch platform, what was his job?  options: 1: cape canaveral florida 2: nasa 3: battleship 4: ocean 5: trapeze  explanation: Trapeze Artists Florida",trapeze
context: what would you use to find a place to stay?  options: 1: mexico 2: phone book 3: town 4: city 5: sun dial  explanation: phone book have more address,phone book
"context: if you're seeking a connection for your laptop, what are you trying to hook up with?  options: 1: computer network 2: electrical circuit 3: lineage 4: company 5: wall  explanation: Computer network - Wikipedia",computer network
"context: the child didn't know the problems his mother was going through, all he had was what for her?  options: 1: care 2: balloon 3: loved 4: become adult 5: learn  explanation: loved child didn't know the problems his mother was going",loved
context: what can happen when you contemplate alone for a long time?  options: 1: daydream 2: headache 3: get ideas 4: sleep 5: become distracted  explanation: when u contemplate alone without any action.it remains as a dream,daydream
"context: i was apprehensive to buy the expensive equipment to play a game with so much walking and swinging around in grass, but now i understand why people what?  options: 1: care less 2: play golf 3: shake hands 4: believe in god 5: trip over  explanation: Golf is the only sport in the list.",play golf
context: many homes in this country are built around a courtyard. where is it?  options: 1: candidate 2: spain 3: lawn 4: asshole 5: office complex  explanation: Spain is name of a country.,spain
context: what would be happening if you are pretending to be a police officer?  options: 1: fighting 2: misunderstanding 3: deception 4: play 5: distrust  explanation: deception pretending to be a police officer,deception
"context: while on the fan boat he thought he'd see swamps and gators, but he was surprised to spot a bald eagle in what nature area?  options: 1: everglades 2: high places 3: natural habitat 4: new york 5: colorado  explanation: Everglades National Park Official Webpage",everglades
context: where are you likely to find a supermarket?  options: 1: buy food for family 2: city or town 3: get supplies 4: strip mall 5: vermont  explanation: need to find city or town,city or town
context: what area does a police officer patrol?  options: 1: direct traffic 2: city 3: beat 4: street 5: park  explanation: watch in area beat crimes,beat
context: why would a woman kill a stranger she met in a dark alley?  options: 1: being raped 2: get rid of 3: they didn't know the passcode 4: get revenge 5: were evil  explanation: for protection against rape they can kill,being raped
context: what is made up of people?  options: 1: buildings 2: audience 3: apartment 4: classroom 5: falling down  explanation: Audience | Definition of Audience,audience
"context: he was afraid he would die from his cold, so he wisely decided to what?  options: 1: ocean 2: write will 3: never want 4: were shot 5: seek help  explanation: seek help write will never want",seek help
context: where would you get a pen if you do not have one?  options: 1: briefcase 2: desk drawer 3: friend's house 4: pocket 5: sidewalk  explanation: I GET PEN FRIEND'S HOUSE,friend's house
context: why would a small dog pant if it's hot outside?  options: 1: outside 2: europe 3: heat 4: wet 5: dog show  explanation: IT WILL RELEASE THE HEAT,heat
"context: she asked her little boy why, he replied that he didn't know and it was just what?  options: 1: case 2: reason 3: how 4: because 5: answer  explanation: Because, because of and cos",because
context: where would you display a picture on a horizontal surface?  options: 1: microwave 2: desktop 3: shelf 4: art show 5: wall  explanation: Wall Shelves Buy Wall Shelf Onlin,shelf
"context: he looked at the field of pumps, all slowing churning oil out of the what?  options: 1: manual 2: street 3: restaurant 4: ground 5: service station  explanation: pumps is cultivated in ground",ground
"context: where is the worst place to be in a ticket office?  options: 1: at the top 2: movie theaters 3: train station 4: end of line 5: opera house  explanation: e phrase ""End Of Line"" as displayed",end of line
context: where would you acquire a wind instrument for you own use?  options: 1: band practice 2: concert 3: music store 4: symphony 5: music room  explanation: . music store Where would you acquire a wind instrument for you own use?,music store
context: where would a person light alcohol on fire to observe the reaction?  options: 1: supermarket 2: bar 3: pub 4: restaurants 5: chemistry lab  explanation: chemistry lab have easily fire,chemistry lab
"context: if a storey contained a panoramic view, what kind of structure would it be in?  options: 1: horizontal room 2: storey book 3: mall 4: tall building 5: book of stories  explanation: the structure is like tall building",tall building
context: why do people who are dying receive social security payments?  options: 1: rejuvenation 2: born again 3: no longer exist 4: unable to work 5: change of color  explanation: Inability to Work and Eligibility,unable to work
context: what should i do with a jumping rope?  options: 1: fatigue 2: sweating 3: get tired 4: tiredness 5: hopping  explanation: Hopping | Definition of Hopping,hopping
"context: i took my seat, the curtains drew back and i enjoyed the what?  options: 1: airplane 2: movie 3: auditorium 4: theatre 5: show  explanation: show I took my seat, the curtains drew back and I enjoyed",show
"context: what should everyone do who doesn't want to fight anymore?  options: 1: explicate 2: pay tribute to king 3: hope for peace 4: wear shoes 5: do well  explanation: Memorial ""Hope for Peace""",hope for peace
context: where is the ideal location for a post office?  options: 1: building 2: business district 3: above ground 4: most towns 5: center of town  explanation: Center Of Town 945 River Ave,center of town
context: you should watch out for snakes if floating down what african body of water?  options: 1: wet grass 2: western texas 3: high grass 4: amazon river 5: tree  explanation: Amazon river watch out for snakes if floating African body of water,amazon river
