source_text,target_text
context: where are required to carry books all day?  options: 1: friend's house 2: university 3: large city 4: storage 5: table  explanation: Rivers flow trough valleys.,university
context: where is seaweed from?  options: 1: beach 2: sea 3: ocean 4: water 5: sea plant  explanation: as the planet's,ocean
context: john wanted to clean all of the dust out of his place before settling down to watch his favorite shows.  what might he hardest do dust?  options: 1: closet 2: under the bed 3: television 4: attic 5: most buildings  explanation: space found directly below the pitched,attic
"context: something had the nerve to break into the garbage last night, what did it?  options: 1: eyes 2: animal 3: fingertips 4: brainstem 5: human body  explanation: This word is Most relavant",animal
context: where would you go to get some pamphlets if you want to own them?  options: 1: bookstore 2: drawer 3: health department 4: mail box 5: library  explanation: a book shop shelf's reading materials,bookstore
context: what western state has thousands of miles of shore?  options: 1: picture of sea side 2: seaside town 3: beach 4: california 5: see side picture  explanation: Rivers flow trough valleys.,california
context: the smile gave away that the what was one of happiness?  options: 1: manual 2: rainbow 3: cry 4: frown 5: make others happy too  explanation: Child Rights and You,cry
context: where is the control room that controls a pwr located?  options: 1: building 2: factory 3: window 4: prison 5: nuclear power plant  explanation: This option is better to this task.,nuclear power plant
context: what happens to a dog before someone puts up posters of them?  options: 1: get lost 2: require water 3: trained 4: bark 5: roll over  explanation: dog put up posters,get lost
"context: i want to buy a gong, where should i look for one?  options: 1: orchestra 2: church 3: chinese temple 4: chinatown 5: music store  explanation: Buy Musical Instrument",music store
context: what would friends do if they need each others' help?  options: 1: call each other 2: group together 3: understand each other 4: meet for lunch 5: part company  explanation: Rivers flow trough valleys,group together
context: where could there be a battle that involves words?  options: 1: court room 2: war 3: video game 4: iraq 5: church  explanation: reenactment of real-life stories,court room
context: what is the process of going somewhere?  options: 1: fire 2: energy 3: car 4: transporting 5: staying in place  explanation: Rivers flow trough valleys.,transporting
context: the end of the barrel of what primitive firearm is bell shaped?  options: 1: barbell 2: funnel 3: blunderbuss 4: wind instrument 5: kettlebell  explanation: blunderbussThe end of the barrel of what primitive firearm is bell shaped,blunderbuss
context: where is a good place to put a hamburger?  options: 1: resturant 2: fast food restaurant 3: mouth 4: kitchen 5: pizza  explanation: This option is better to this task.,mouth
context: where would you hear a trumpet along with other instruments made from the same material?  options: 1: music store 2: bass 3: brass band 4: orchestra 5: marching band  explanation: This option is better to this task.,brass band
context: stabbing to death of a person is what sort of way to die?  options: 1: pool of blood 2: gruesome 3: charming 4: being arrested 5: killing  explanation: Rivers flow trough valleys.,gruesome
"context: if you have a ticket and you are planning to eat hot dogs, where would you go?  options: 1: lottery 2: person's hand 3: baseball stadium 4: movie 5: kitchen  explanation: List of current Major League Baseball stadiums",baseball stadium
"context: i you believe in god, where will you go when you die?  options: 1: heaven 2: church 3: imagination 4: synagogue 5: monastery  explanation: This word is Most relavant",heaven
context: what kind of cold storage could you find in your house?  options: 1: ice pack 2: freezer 3: laboratory 4: warehouse 5: refrigerator  explanation: This word is Most relavant,refrigerator
context: if it's not used for hair a round brush is an example of what?  options: 1: hair brush 2: ladies bathroom 3: art supplies 4: shower 5: hair salon  explanation: useful for craft work,art supplies
"context: his parents thought he was suffering from boredom, but the teen loved to lay in bed and just do what?  options: 1: meet interesting people 2: lift weights 3: listen to music 4: play chess 5: entertain  explanation: This word is Most relavant",listen to music
context: for what entity should the government work?  options: 1: country 2: democracy 3: canada 4: civilization 5: tax office  explanation: that is their job,country
"context: the teacher knew her students understood division, what was she hoping they would learn next?  options: 1: multiplication 2: multiply 3: putting together 4: unity 5: pay debts  explanation: people are powerful",multiplication
context: riding a bike for a long time can cause what?  options: 1: enjoyment 2: fatigue 3: falling down 4: getting lost 5: thirst  explanation: THIS IS BETTER ANSWER,fatigue
"context: i want to use string to keep something from moving, how should i do it?  options: 1: tie around 2: wind around 3: weave 4: stringbed 5: ball up  explanation: to restrict its movement",tie around
context: where would walk through a central passage to catch an elevator?  options: 1: tomb 2: arena 3: access rooms 4: public building 5: house  explanation: List of building types,public building
context: what do people do when networking?  options: 1: build trust 2: hurry home 3: ignore people 4: believe in god 5: jump to conclusions  explanation: Know yourself and your,build trust
context: where can you store you spare linens near your socks?  options: 1: hospital 2: chest 3: home 4: dresser drawers 5: cabinet  explanation: rawers from a great selection Furniture,dresser drawers
"context: the person tried to reduce his weight with a shrink ray, but he got it backwards and only did what?  options: 1: grow 2: gain weight 3: make larger 4: augment 5: get bigger  explanation: this word is more relevant",make larger
"context: christine couldn't be having a baby at her age, she thought to herself. what was christine?  options: 1: old person 2: begin to talk 3: adult 4: old man 5: girl  explanation: Old age - Wikipedia",old person
"context: if i'm playing ball, i'm mostly trying to do what?  options: 1: losing 2: competition 3: having fun 4: win 5: injury  explanation: playing some games",having fun
context: where is known to be a wealth of information?  options: 1: park 2: internet 3: meeting 4: library 5: book  explanation: This word is Most relavant,library
"context: i saw the receptionist carelessly toss my resume into the drawer, where did i want it to end up?  options: 1: file cabinet 2: nightstand 3: kitchen cabinet 4: office desk 5: the floor  explanation: Receptionists are usually seated at the entrance",office desk
context: what will happen if you inject water into yourself?  options: 1: dilute 2: thin blood 3: take several forms 4: wet clothes 5: move mountains  explanation: The electolyte level of the,thin blood
"context: there's one obvious reason to eat vegetables, they're plain what you?  options: 1: lose weight 2: good for 3: bland 4: chewing 5: fibre  explanation: Vegetables and fruits are an important",good for
context: mandy lived in a train station.  she longed to see distant places. where might she imagine going?  options: 1: downtown area 2: centre of town 3: bedroom 4: europe 5: big city  explanation: Northern Hemisphere and mostly,europe
"context: where would you expect to find a dictionary along side other writings you can borrow?  options: 1: classroom 2: shelf 3: explain meaning of words 4: table 5: library  explanation: a building, room",library
context: what would be necessary for getting in shape?  options: 1: good health 2: exercise 3: muscle tone 4: sweat 5: feel better  explanation: Rivers flow trough valleys.,exercise
context: when you wipe you feet on the door mat and walk through the door where do you enter?  options: 1: a chair 2: school 3: living room 4: doorway 5: bathroom  explanation: walk through the door to enter,living room
"context: competing can lead to great highs, and also great lows when suffering what?  options: 1: winning or losing 2: aggression 3: gain 4: defeat 5: sweat  explanation: to win against someon",defeat
context: where would you store a pillow case that is not in use?  options: 1: kitchen cupboard 2: bedding store 3: england 4: drawer 5: bedroom  explanation: person is a man,drawer
context: where is that man buying silk from?  options: 1: space shuttle 2: theater 3: china 4: indian resteraunt 5: bar  explanation: Rivers flow trough valleys.,china
context: why would you take a bus to work?  options: 1: commute 2: flying 3: get somewhere 4: travel 5: go home  explanation: Rivers flow trough valleys.,commute
"context: if you are hungry and going fishing, why would you be going fishing?  options: 1: to see the fish 2: have fun 3: catching fish 4: wet clothes 5: killing  explanation: hungry needs food",catching fish
"context: dogs are very loyal if they have a good owner, they will always what them?  options: 1: fleas 2: eat cake 3: attack 4: defend 5: run fast  explanation: ManTech secures $668M CDM contract - FedScoop",defend
"context: for many males hair is a concern as they get older, it begins to what, causing a receding hairline?  options: 1: thin out 2: grow in ear 3: fall out 4: bulge 5: composted  explanation: Rivers flow trough valleys.",fall out
context: what happens someone who is bad play poker?  options: 1: think 2: ante up 3: drink 4: win money 5: losing money  explanation: this word is more relevant,losing money
"context: john loved his snake.  it was the only ting he loved. he hated everyone else and was abrasive to most people, but he loved his snake.   how might you describe the snake?  options: 1: sun itself 2: tropical forest 3: pet 4: rude 5: sharp  explanation: The Honest Kitchen",pet
"context: the fresh herbs, flowers, and vegetables will shrivel up if people don't do this?  options: 1: water plants 2: believe in god 3: drive to the nearest pool 4: speaking english 5: raise children  explanation: i like very much flower and vegetables",water plants
"context: the janitor never had much to clean after services, but there was still always a paper or two to pick up where?  options: 1: synagogue 2: front porch 3: classroom 4: obesity 5: grocery store  explanation: service is work",synagogue
context: danny found an old film in a sealed what?  options: 1: clingfilm 2: disneyland 3: cave 4: cabinet 5: movie  explanation: Rivers flow trough valleys.,cabinet
context: where are you likely to find much more than a drop of blood on the floor?  options: 1: crime scene 2: vein 3: blood bank 4: slaughter house 5: needle  explanation: Rivers flow trough valleys.,slaughter house
context: where is the first place someone leaving the planet ends up?  options: 1: pay debts 2: galaxy 3: outer space 4: orbit 5: universe  explanation: Above the atmosphere is only the dark void.,outer space
"context: the town house went right to the curb, a slot effectively made a mailbox of the what?  options: 1: apartment building 2: front door 3: back door 4: street corner 5: porch  explanation: The name townhouse or townhome was later used",front door
"context: joan was a baby, so there were many things she couldn't do, which caused problems for her parents.  name one thing that makes raising a baby difficult.  options: 1: arrive early 2: learn to walk 3: boy or girl 4: bring joy 5: talk nonsense  explanation: UK also talk rubbish",talk nonsense
context: where would you put some ham if you want to cook it?  options: 1: hamshackle 2: pizza 3: fridge 4: refrigerator 5: part of meal  explanation: This word was most relevant.,pizza
context: where is a well used toy car likely to be found?  options: 1: child's room 2: boy's bedroom 3: own home 4: toy store 5: house  explanation: Rivers flow trough valleys.,child's room
context: where can fisherman store their rods when on a fishing trip?  options: 1: hardware store 2: engine 3: fishing camp 4: lake 5: sporting goods store  explanation: Rivers flow trough valleys.,fishing camp
context: where would you find an office worker gossiping with their colleagues?  options: 1: water cooler 2: space shuttle 3: baby shower 4: bus stop 5: family  explanation: This word was most relevant.,water cooler
"context: the man acted ridiculous at the funeral, what attitude should he have taken?  options: 1: straightforward 2: serious 3: solemn 4: somber 5: funny  explanation: This word was most relevant.",solemn
"context: he was trying to procreate with many individuals, this led to a what?  options: 1: moaning 2: die 3: kiss 4: std 5: sanity  explanation: Rivers flow trough valleys.",std
context: if someone rules the universe of what are they in charge?  options: 1: classroom 2: football game 3: everything 4: text book 5: lawbook  explanation: everything who want,everything
context: where can many stores with clothing be found?  options: 1: shop 2: mall 3: department store 4: drawer 5: library  explanation: THIS IS BETTER ANSWER,mall
"context: a showroom feature washers and refrigerators, where is this showroom located?  options: 1: appliance store 2: vegas 3: electronics store 4: car dealership 5: kitchen  explanation: it is more comfortable to normal room",appliance store
"context: i am looking for honey right from the source, where should i look?  options: 1: last all night 2: beehive 3: farmer's market 4: jar 5: honeyful  explanation: Rivers flow trough valleys.",beehive
context: where are there likely to be a variety of flats to choose from?  options: 1: london 2: apartment building 3: city 4: falling down 5: town  explanation: people are powerful,city
context: a weasel has a thin body and short legs to easier burrow after prey in a what?  options: 1: tree 2: mulberry bush 3: chicken coop 4: viking ship 5: rabbit warren  explanation: 8 Mile (film) - Wikipedia,rabbit warren
context: what can disease destroy?  options: 1: rug 2: third world country 3: human body 4: hospital 5: building  explanation: cell basic living,human body
context: what does a person from avalon live in?  options: 1: pain 2: meaningful work 3: english house 4: cotton candy 5: headache  explanation: Avalon sometimes written Avallon or Avilion,english house
context: jodie felt a tightness in her chest. she was worried but didn't want to go to the hospital. where might she go instead?  options: 1: istanbul 2: concert 3: bedroom 4: antique shop 5: human being  explanation: For some medical center,bedroom
context: where would you find a fox that is made up?  options: 1: storybook 2: woods 3: hen house 4: natural habitat 5: back yard  explanation: source tool for developing,storybook
"context: john and judy were parents.  they had two wonderful kids who weren't always well behaved.  they were light tough, though.  they felt it was a parent's job to do what?  options: 1: control children 2: guide children 3: speak freely 4: cry 5: understand children  explanation: Regulate your own emotions",guide children
context: what are you playing if you're fiddling on a violin?  options: 1: bluegrass music 2: make music 3: drop 4: string instrument 5: troubles  explanation: play is a game,bluegrass music
"context: if somebody buys something and gives it to me as a free gift, what is the cost status of the gift?  options: 1: deadly 2: imprisoned 3: paid for 4: expensive 5: in prison  explanation: receiving money for work",paid for
context: what is used to grind wheat for bread?  options: 1: farmer's field 2: countryside 3: cereal packets 4: bread 5: mill  explanation: Rivers flow trough valleys.,mill
context: if you have a large satchel with you when you fly you'll be asked to store it where?  options: 1: airport 2: luggage compartment 3: with the pilot 4: room 5: clothing store  explanation: women large hand bags,luggage compartment
context: if you spend a long time running after a ball how are you likely to feel?  options: 1: laughter 2: sweating 3: embarrassed 4: breathing heavily 5: tiredness  explanation: This word is Most relavant,tiredness
"context: sometimes a person has a fear of water or a dislike of being wet, it is still important to make sure they are having a bath why?  options: 1: flooding 2: drowning 3: wet skin 4: get wet 5: rash  explanation: defined as a widespread eruption",rash
"context: to get out of there the person had to keep on walking, they had to keep on what?  options: 1: moving forward 2: locomotion 3: blisters 4: rollerskate 5: exercise  explanation: Here to declare to you my past is over in you",moving forward
context: miss grady took a stick from bob because he was playing with it during class.  she wanted to make sure that he couldn't get to it so she put it where?  options: 1: desk drawer 2: kitchen drawer 3: classroom 4: pocket 5: office  explanation: more at The Conta,desk drawer
context: how can people fulfill their own calorie requirements?  options: 1: compete with each other 2: feed themselves 3: feel lonely 4: talk to each other 5: ask a doctor  explanation: Each milestone a toddler,feed themselves
context: what does a stove do to the place that it's in?  options: 1: cool house 2: warm room 3: gas or electric 4: burn child 5: brown meat  explanation: Every man needs denim in their life,warm room
context: a computer user working on an important work assignment is located in what structure?  options: 1: office building 2: internet cafe 3: house 4: school 5: internet cafe  explanation: A cubicle is a partially,office building
context: in the building where james worked there was a small mezzanine in the auditorium to make more space for seats.  where might james work?  options: 1: theater 2: floors 3: concert hall 4: education 5: school  explanation: This option is better to this task.,theater
context: what kind of place has a revolving door and has things to buy in it?  options: 1: new york 2: public place 3: bank 4: mall 5: supermarket door  explanation: Rivers flow trough valleys.,mall
context: where can books be read?  options: 1: cabinet 2: backpack 3: table 4: shelf 5: sink  explanation: HTML table tag,table
context: where is seaweed usually found alive?  options: 1: ocean 2: found in ocean 3: water 4: found in sea 5: beach  explanation: Simple English Wikipedia,water
context: metal is used to make what?  options: 1: junkyard 2: ore 3: instruments 4: metal fabrication shop 5: bowls  explanation: this word is more relevant,instruments
"context: if i wanted to eat something that is made from plants and needs to be washed, what would it be?  options: 1: roots 2: millions of cells 3: see work 4: leaves to gather light 5: flowers on  explanation: A person is a human",roots
context: children's behavior is a direct reflection of their what?  options: 1: parents 2: old people 3: play ball 4: many adults 5: grown ups  explanation: this word is more relevant,parents
"context: john bought a new water hose.  but he found his old one near his car.  where did he find the old one?  options: 1: garden shed 2: hardware store 3: greenhouse 4: garage 5: in a van  explanation: A neatly coiled garden hose. A garden hose,",garage
context: where is a control room needed to prevent wide spread disaster?  options: 1: airbase 2: prison 3: mill 4: nuclear plant 5: recording studio  explanation: This option is better to this task.,nuclear plant
context: where do you keep your pizza slice before you eat it?  options: 1: table 2: plate 3: restaurant 4: oven 5: popular  explanation: pizza is a food,plate
"context: a thoroughfare meandered through fields and woods, where was it passing though?  options: 1: move about 2: city 3: country 4: town 5: new york city  explanation: Rivers flow trough valleys.",country
context: sean was leaving work and took the roadway that led to his what?  options: 1: neighborhood 2: city 3: fate 4: countryside 5: maps  explanation: To the house of his acquaintances,neighborhood
context: what can you use to get a jellyfish?  options: 1: adriatic sea 2: mediterranean sea 3: hand 4: see 5: atlantic ocean  explanation: we can buy,hand
context: what has a shelf that does not allow you to see what is inside of it?  options: 1: chest of drawers 2: stove 3: hold alcohol 4: bookcase 5: grocery store  explanation: Shop from a wide variety of wooden,chest of drawers
context: what will likely happen after stabbing to death a person?  options: 1: gruesome 2: being arrested 3: pool of blood 4: mess 5: grisly  explanation: Rivers flow trough valleys.,being arrested
"context: the boat passenger was explaining his fear of blowfish, but the captain figured he meant piranhas since they were on a river in the what?  options: 1: cuba 2: styx 3: atlantic ocean 4: france 5: jungle  explanation: Rivers flow trough valleys",jungle
"context: the pitcher felt stress and tension on the mound, what did he feel like?  options: 1: desert 2: baseball field 3: hell 4: baseball diamond 5: baseball stadium  explanation: Rivers flow trough valleys.",hell
context: what negative effect can competing in a chess game on a cold day have?  options: 1: enemies 2: perform better 3: sweat 4: tension 5: frostbite  explanation: This word is Most relavant,tension
context: why is it hard for a young child to read a long book?  options: 1: knowledge 2: cover 3: no pictures 4: past 5: many words  explanation: young child is cute,many words
context: what is likely to be found in a book that is not a foreword?  options: 1: last word 2: conclusion 3: ikea instructions 4: afterword 5: epilogue  explanation: This word was most relevant.,epilogue
"context: the couple explained they were having trouble communicating, it seemed every conversation took great what?  options: 1: thinking 2: effort 3: laugh 4: force 5: medium  explanation: vigorous or determined attempt",effort
context: what would a person need to do if his or her captain dies at sea?  options: 1: cross street 2: have a party 3: experience life 4: cross road 5: man crew  explanation: this word is more relevant,man crew
context: what do children require to grow up healthy?  options: 1: need care 2: come home 3: fast food 4: watch television 5: wash dishes  explanation: s the elderly population incre,need care
context: i house outside the center of a community is said to be where?  options: 1: city 2: subdivision 3: newspaper 4: residential area 5: street  explanation: this word is more relevant,subdivision
"context: the field general began to write out a letter to the king, he was told to send what when the enemy was near?  options: 1: syllable 2: english alphabet 3: word 4: email 5: invitation  explanation: a letter is a paper",word
context: what will you put on a pen to prevent it from drying out?  options: 1: write sentences on paper 2: ink in 3: ink cartridges 4: caps 5: cling film  explanation: This word was most relevant.,caps
"context: they dealt with combustible mixtures in their experiments, this is why they kept a fire extinguisher where?  options: 1: hospital 2: chemistry lab 3: most businesses 4: classroom 5: public building  explanation: mixtures mixing fruitsa",chemistry lab
"context: if someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it?  options: 1: gay bar 2: market 3: grocery store 4: refrigerator 5: container  explanation: This option is better to this task.",gay bar
context: where can you buy a replacement ax handle?  options: 1: bathroom 2: hardware store 3: water fountain 4: grocery store 5: fridge  explanation: Push out the excess,hardware store
context: which group of states is louisiana part of?  options: 1: deep south 2: 98 of world's crayfish 3: united states 4: gulf states 5: bible belt  explanation: Rivers flow trough valleys.,gulf states
context: where would you put a plate immediately after eating from it?  options: 1: kitchen cupboard 2: floor 3: table 4: dishwasher 5: flea market  explanation: Rivers flow trough valleys.,dishwasher
context: james couldn't get comfortable.  there was too much dirt.  he needed to clean out what?  options: 1: ground 2: subway 3: bank 4: bed 5: street  explanation: This word is Most relavant,bed
context: what do people do when they don't understand something?  options: 1: ask questions 2: experience joy 3: believe in god 4: talk to each other 5: get sick  explanation: ultimate game development platform,ask questions
context: james saw a kite flying in the sky.  he traced the string back to its origin and found it.  where did the string begin?  options: 1: end of line 2: hobby shop 3: his hand 4: toy store 5: child's hand  explanation: flying the sky,child's hand
context: what rubber toy filled with helium will make a child happy?  options: 1: loved 2: learn 3: eat cake 4: balloon 5: become adult  explanation: helium is very light,balloon
context: where do people get beer after a bit of gambling?  options: 1: bottle 2: grocery store 3: casino 4: spaceship 5: hockey game  explanation: Rivers flow trough valleys.,casino
"context: the business men left the discussion in the dressing room, now they just wanted to relax in the sauna of the what?  options: 1: brush hair 2: theater 3: house 4: dwelling 5: bathhouse  explanation: Rivers flow trough valleys.",bathhouse
context: where is a likely place for an ivy plant?  options: 1: flower pot 2: shelf 3: windowsill 4: outside 5: sill  explanation: This word is Most relavant,outside
context: if the wood texture is not smooth it is what?  options: 1: gilded 2: porous 3: solid 4: painted 5: less dense than water  explanation: s definition is - possessing or,porous
"context: billy lived in the capital of his country, then he moved.  where might he move to?  options: 1: small town 2: jail 3: lower case 4: contain governmental activities 5: lowercase  explanation: a big city is capital of country",small town
"context: making a schedule was easy to pick, the major called for knowledge that required a certain what?  options: 1: color 2: class 3: meeting 4: university 5: encyclopedia  explanation: this word is more relevant",class
"context: when getting in shape, this is something that does wonders?  options: 1: eat more 2: starve 3: give up 4: period of recovery 5: jogging  explanation: Rivers flow trough valleys.",jogging
"context: despite the large crowds, how did the depressed man feel?  options: 1: small group 2: alone 3: solitary 4: solitude 5: panic  explanation: alone in the world",solitary
context: what do the feathers look like on birds found in the rainforest?  options: 1: pretty smart 2: singing 3: dark 4: very colorful 5: light  explanation: feathers are good,very colorful
context: the ancient seafaring norse tribesman brought pelts of weasel aboard his what?  options: 1: rabbit warren 2: used car lot 3: chicken coop 4: cruise 5: viking ship  explanation: warships that have a l,viking ship
context: what is the opposite of an area of elevation?  options: 1: disgust 2: reduction 3: depression 4: demotion 5: diminishment  explanation: area is place,depression
context: what do singers need to do before a show?  options: 1: warm up 2: use microphones 3: clear throats 4: create music 5: sound beautiful  explanation: ndia vs New Live Score,warm up
"context: the computer was hooked up to the internet, what could it do as a result?  options: 1: process information 2: believe in god 3: make decisions 4: process information 5: receive data  explanation: Rivers flow trough valleys.",receive data
context: a creek could be located in the opposite for the city which is called what?  options: 1: meadow 2: stick 3: valley 4: forest 5: countryside  explanation: This word is Most relavant,countryside
context: where off the eastern u.s. would you find an anemone?  options: 1: flower bed 2: tide pool 3: florida keys 4: coral sea 5: aquarium  explanation: i find anyone in night,florida keys
context: where are traveling clothes often kept?  options: 1: suitcase 2: bedroom 3: closet 4: draws 5: dresser  explanation: Women Men Kids Bags,suitcase
"context: if one needed the bathroom they needed a key, to get it they had to also buy something from the what?  options: 1: school 2: convenience store 3: rest area 4: mall 5: theater  explanation: This word is Most relavant",convenience store
"context: although the sun did rise, what did the pessimist warn everyone it would do?  options: 1: lay 2: go down 3: fall 4: below 5: sundown  explanation: For the moment, let us just think",go down
"context: eating is part of living, but your body doesn't use it all and the next day you will be doing what?  options: 1: reduced 2: getting full 3: becoming full 4: chewing 5: defecating  explanation: This word is Most relavant",defecating
context: where are you if you've paid to get a pizza?  options: 1: popular 2: baked in oven 3: restaurant 4: oven 5: plate  explanation: Rivers flow trough valleys.,restaurant
context: to see new films you must?  options: 1: open eyes 2: go to movies 3: kick ball 4: make art 5: look for  explanation: Refine See titleswatch instantly,go to movies
context: what can a newspaper be used to do to an engagement?  options: 1: announce 2: communicate 3: educate 4: inform 5: cancel  explanation: How Newspapers Can Use Social Media.,announce
"context: john needed a straight wire.  unfortunately, this one had endured some abuse and had become what?  options: 1: bent 2: bent 3: crooked 4: straightforth 5: curved  explanation: Results are changed",bent
context: metal is taken from what which is pulled from the ground?  options: 1: dirt 2: instruments 3: ore 4: car 5: junkyard  explanation: Eeyore - Wikipedia,ore
context: when not in use where on your property would you store you bucket?  options: 1: utility closet 2: outside 3: well 4: garden shed 5: garage  explanation: Shop our selection of,garden shed
"context: sean was a wreck.  he  loved to build houses, but in his current state, he couldn't do what?  options: 1: stand up 2: produce 3: construct 4: make 5: build  explanation: This word is Most relavant",construct
context: where would you buy a finely crafted writing instrument?  options: 1: nasa 2: classroom 3: stationery store 4: purse 5: office supply store  explanation: A writing implement or writing instrument,stationery store
context: joe found spiders in the place where he keeps his tools.  where might that be?  options: 1: cupboard 2: toolbox 3: closet 4: garage 5: mail box  explanation: Rivers flow trough valleys.,garage
context: where would you need to use a lantern?  options: 1: grocery store 2: antique shop 3: house 4: dark place 5: street  explanation: Rivers flow trough valleys.,dark place
context: what skill is needed for riding a bike?  options: 1: wheels 2: feet 3: pedalling 4: practice 5: good balance  explanation: The most overlooked and arguably,good balance
context: the department to where vendors deliver goods for sale is called what?  options: 1: delivered 2: take away 3: receiving 4: pick up 5: keep  explanation: function that involves checking,receiving
"context: exercise is very good for you, for faster recovery you should always do what afterwards?  options: 1: stretch 2: lower cholesterol 3: weigh 4: track 5: expend energy  explanation: Rivers flow trough valleys.",stretch
context: what happens when you go somewhere and forget something at home?  options: 1: arriving 2: arrive there 3: turn around 4: go back 5: fart  explanation: Rivers flow trough valleys.,go back
context: where does lettuce arrive by large trucks?  options: 1: kitchen 2: supermarket 3: farmer's market 4: salad 5: refrigerator  explanation: trucks bring bulky goods,supermarket
context: what do geese do every fall in fields?  options: 1: guard house 2: fly 3: eat 4: follow ultralight airplane 5: group together  explanation: Rivers flow trough valleys.,group together
context: where outside of a city would a squirrel live?  options: 1: roof 2: inside home 3: forest 4: yard 5: park  explanation: This word is Most relavant,forest
"context: at the end of the day as he began to eat he paused and thanked her, it wasn't often she would what?  options: 1: cook dinner 2: did chores 3: make food 4: stretch out 5: get food  explanation: Dinner can be ready in less",cook dinner
context: what is the main purpose of having a bath?  options: 1: cleanness 2: wetness 3: exfoliation 4: use water 5: hygiene  explanation: This word is Most relavant,cleanness
context: the ball was hit over a boundary and struck an audience member.  what kind of game were they playing?  options: 1: sporting event 2: sporting 3: basketball 4: society 5: ranch country  explanation: This word is Most relavant,sporting event
context: what is a philosopher waiting for to eventually gain through his studies?  options: 1: job 2: boredom 3: anxiety 4: impatience 5: wisdom  explanation: should gain more job opportunities,wisdom
"context: if a person is using a computer to talk to their granddaughter, what might the computer cause for them?  options: 1: program created 2: stress 3: happiness 4: ocean 5: headache  explanation: This word was most relevant.",happiness
context: in what kind of environment does an anemone live?  options: 1: nursery 2: south pacific 3: desert 4: sea water 5: atlantic ocean  explanation: this word is more relevant,sea water
"context: the goal was to hit the target, but a projectile ball can't hit anything if it isn't in what?  options: 1: motion 2: ocean 3: flintlock 4: arcade 5: tennis court  explanation: if you stand still you get hit",motion
"context: if a fried egg was runny and there was no toast to sop it up, after the meal there'd be a messy what?  options: 1: henhouse 2: garden 3: plate 4: supermarket 5: bird's nest  explanation: This option is better to this task.",plate
"context: if i want to behave with proper aplomb, what manners should i avoid?  options: 1: inappropriate 2: incomplete 3: impolite 4: none 5: incorrect  explanation: Manners help people get along together",inappropriate
context: what will happen to animals after eating food?  options: 1: bite 2: digestion 3: feel pleasure 4: pass water 5: listen to each other  explanation: i eating food in a hotel,feel pleasure
"context: if i wanted to grow plants, where could i put a lot of dirt?  options: 1: corner 2: street 3: closet 4: garden 5: bathtub  explanation: A person is a human",garden
context: what is a person looking for when completing puzzles or riddles?  options: 1: avoid pain 2: compliments 3: intellectual challenge 4: passing grade 5: attention  explanation: puzzles are games,intellectual challenge
context: where would a corpse be covered by a blanket?  options: 1: bath store 2: bedroom 3: hospital 4: flower garden 5: michigan  explanation: blanket is product,hospital
"context: the trucker plopped on the bench with a sense of relief, where did he arrive?  options: 1: bordello 2: rest area 3: garden 4: bus stop 5: state park  explanation: To let the body drop heavily",rest area
context: where do you keep extra clothing on a hike?  options: 1: person 2: hamper 3: closet 4: upstairs 5: backpack  explanation: THIS IS BETTER ANSWER,backpack
context: what could an apple tree do?  options: 1: new hampshire 2: bloom 3: washington state 4: sunshine 5: spontaneously combust  explanation: deposit certain fresh fruits,bloom
context: she wanted a kitten and puppy so why did she only get the puppy?  options: 1: one choice for pet 2: cute 3: kennel 4: soft 5: waxy  explanation: puppy is a dog,one choice for pet
context: what is someone doing when scheduling when to go to party?  options: 1: rumpspringa 2: meeting new people 3: having fun 4: meet new people 5: plan  explanation: a set of decisions,plan
context: what do people feel after having sex that requires them to shower?  options: 1: bedroom 2: pleasant 3: obesity 4: painful 5: dirty  explanation: Rivers flow trough valleys.,dirty
context: where do you keep a pail in your house?  options: 1: garage 2: pool 3: utility room 4: hardware store 5: wishing well  explanation: cylindrical container with a handle : bucket,utility room
context: what are people likely to do when an unexpected decent outcome occurs?  options: 1: kill each other 2: thank god 3: experience pain 4: hatred 5: talk to each other  explanation: thanks is unexpected decent,thank god
"context: the terrace had kanji written on it, indicating that it was made where?  options: 1: japan 2: rice paddy 3: garden 4: michigan 5: italy  explanation: This word is Most relavant",japan
context: why might a person be known as a liar?  options: 1: have no home 2: false information 3: hungry 4: made fun of 5: brain tumor  explanation: Rivers flow trough valleys.,false information
context: where would you run in to a niece you only see every one and a while?  options: 1: family reunion 2: brother's house 3: family picture book 4: family tree 5: party  explanation: Rivers flow trough valleys.,family reunion
context: what uses a ribbon to put words on paper?  options: 1: wrapping paper 2: girl's hair 3: bath 4: floral arrangement 5: typewriter  explanation: Rivers flow trough valleys.,typewriter
context: where are sheep likely to live?  options: 1: school 2: meadow 3: lamb 4: farm 5: fairgrounds  explanation: best place to sleep,farm
context: where is a good place to obtain new soap?  options: 1: supermarket 2: washing 3: cabinet 4: own home 5: sink  explanation: obtain new soap to brought on supermarket,supermarket
context: what do people do for food?  options: 1: talk to each other 2: complete job 3: wear hats 4: kill animals 5: believe in god  explanation: Humans eat animals regularly.,kill animals
"context: they had to know where to go, they got on the national highway after consulting the what?  options: 1: canada 2: atlas 3: united states 4: major cities 5: book  explanation: is the latest in a line of advanced humanoid rob",atlas
